Y,,X,Y,S
PUP 425,2185399,PUP 525,PUP 425,0.99999964
PUP 425,2185436,PUP 642,PUP 425,0.88894665
PUP 452,2226950,PUP 571,PUP 452,0.8825818999999999
PUP 452,2226943,PUP 548,PUP 452,0.8561443999999999
RED 509,751289,TAM 521,RED 509,0.9103538000000001
RED 509,754746,TGM 511,RED 509,0.8573346
REL 300,558366,REL 459,REL 300,0.7483118000000001
REL 300,558291,REL 307,REL 300,0.73800075
RUS 493,2021524,ARS 493,RUS 493,0.9999998999999999
RUS 493,2021065,MTC 493,RUS 493,0.9999998999999999
SCN 209,832873,SCN 309,SCN 209,1.0000002000000001
SCN 209,832887,SCN 509,SCN 209,1.0000002000000001
SED 398,1734283,SED 496,SED 398,0.99999976
SED 398,1734299,SED 576,SED 398,0.99999976
SED 792,1996334,PUP 792,SED 792,1.0000001
SED 792,1998714,EEE 792,SED 792,1.0000001
SEM 494,884021,FRE 294,SEM 494,1.0
SEM 494,884017,FRE 194,SEM 494,1.0
SEM 700,943039,PLA 500,SEM 700,0.99999976
SEM 700,939777,ADE 500,SEM 700,0.99999976
SER 221,2020904,ACO 240,SER 221,0.89802575
SER 221,2023144,IEE 574,SER 221,0.8830899999999999
SES 128 (LAB),1565335,AST 421,SES 128 (LAB),0.8129333000000001
SES 128 (LAB),1565277,SES 502,SES 128 (LAB),0.7714858
SES 499,1719389,LDE 499,SES 499,0.9999998999999999
SES 499,1718688,STS 499,SES 499,0.9999998999999999
SGS 325,1525396,SGS 370,SGS 325,0.81500226
SGS 325,1525409,SGS 502,SGS 325,0.78535926
SLB 510,878248,SLB 512,SLB 510,0.8088702
SLB 510,878258,SLB 522,SLB 510,0.80825484
SLC 515,984201,SMC 562,SLC 515,0.68856734
SLC 515,983736,CDE 531,SLC 515,0.6697659
SLC 595,995180,CDE 595,SLC 595,0.9999998999999999
SLC 595,994869,ARS 795,SLC 595,0.9999998999999999
SLC 596,996247,RDG 531,SLC 596,0.91604155
SLC 596,996231,RDG 322,SLC 596,0.8975199
SLC 790,1001722,HHE 591,SLC 790,0.99999976
SLC 790,1001649,MUP 590,SLC 790,0.99999976
SOC 354,1968068,POS 367,SOC 354,0.8131889
SOC 354,1968054,POS 351,SOC 354,0.8126201
SOS 499,1033472,SOS 558,SOS 499,0.77562094
SOS 499,1034611,THP 529,SOS 499,0.7515781
SOS 578,1165069,SOS 596,SOS 578,0.8704723
SOS 578,1166439,MCO 755,SOS 578,0.86847305
SPA 394,820635,FMP 394,SPA 394,1.0
SPA 394,819229,FRE 294,SPA 394,1.0
SPA 790,2208589,STC 590,SPA 790,0.99999976
SPA 790,2201539,ENG 790,SPA 790,0.99999976
SPE 320,354801,SPE 534,SPE 320,0.8907523
SPE 320,354761,SPE 321,SPE 320,0.8822764000000001
SPE 561,583050,SWG 606,SPE 561,0.80096215
SPE 561,582538,EDP 310,SPE 561,0.7899772
SPE 795,780948,EDT 795,SPE 795,0.9999998999999999
SPE 795,781643,MKT 795,SPE 795,0.9999998999999999
SSH 695,1784156,ARE 795,SSH 695,0.9999998999999999
SSH 695,1782463,HPS 595,SSH 695,0.9999998999999999
SST 294,1122263,FRE 194,SST 294,1.0
SST 294,1123673,FMP 394,SST 294,1.0
SST 520,1221217,SLC 596,SST 520,0.79116046
SST 520,1220138,AIS 470,SST 520,0.78954244
STC 537,2052843,STS 330,STC 537,0.826991
STC 537,2052308,STC 540,STC 537,0.8253999
STP 584,491368,ARS 484,STP 584,1.0000002000000001
STP 584,491286,MCO 584,STP 584,1.0000002000000001
STP 795,507575,RDG 795,STP 795,0.9999998999999999
STP 795,507354,ART 595,STP 795,0.9999998999999999
SWG 612,872805,SWU 411,SWG 612,0.9002224
SWG 612,872143,SWG 614,SWG 612,0.869351
SWG 643,930658,SWG 645,SWG 643,0.989311
SWG 643,930659,SWG 646,SWG 643,0.9888918
TCL 201,1923959,TCL 303,TCL 201,0.9159666
TCL 201,1930852,SOC 303,TCL 201,0.9159666
TCL 341,2182139,ETH 450,TCL 341,0.8230375
TCL 341,2179256,AMS 450,TCL 341,0.8230375
TCL 484,113904,REL 584,TCL 484,1.0000002000000001
TCL 484,116990,CIS 584,TCL 484,1.0000002000000001
TEL 394,515372,FMP 394,TEL 394,1.0
TEL 394,510447,DAH 294,TEL 394,1.0
TGM 503,248997,TGM 555,TGM 503,0.939077
TGM 503,248996,TGM 554,TGM 503,0.9049976999999999
TGM 579,327737,TGM 585,TGM 579,0.8854679
TGM 579,327734,TGM 581,TGM 579,0.8629896999999999
TGM 598,352033,HUL 598,TGM 598,0.9999998999999999
TGM 598,351291,SLB 598,TGM 598,0.9999998999999999
TGM 599,353946,MET 599,TGM 599,1.0
TGM 599,352826,SLB 599,TGM 599,1.0
THF 101,547279,THP 102,THF 101,0.9513252000000001
THF 101,548269,MUP 472,THF 101,0.8295393
THP 494,789112,ART 494,THP 494,1.0
THP 494,789278,CDE 394,THP 494,0.9999998999999999
THP 551,819051,ARS 480,THP 551,0.7943511999999999
THP 551,819183,ART 442,THP 551,0.7711158
TWC 294,218954,FRE 194,TWC 294,1.0
TWC 294,218958,FRE 294,TWC 294,1.0
TWC 361,231734,PSY 472,TWC 361,0.7867069
TWC 361,230443,WST 360,TWC 361,0.76640636
TWC 596,450082,GPE 90,TWC 596,0.83482766
TWC 596,450672,TGM 579,TWC 596,0.81489927
TWC 598,452757,WST 598,TWC 598,1.0000001
TWC 598,452791,ROM 598,TWC 598,1.0000001
UET 394,1027828,FMP 394,UET 394,1.0
UET 394,1026422,FRE 294,UET 394,1.0
UET 584,1079904,MCE 484,UET 584,1.0000002000000001
UET 584,1078501,CSM 484,UET 584,1.0000002000000001
UNI 484,760964,PSY 584,UNI 484,1.0000002000000001
UNI 484,758462,ALD 584,UNI 484,1.0000002000000001
URB 406,1319511,SWG 563,URB 406,0.87163126
URB 406,1320249,SWU 463,URB 406,0.87163126
USL 484,672049,GPH 484,USL 484,1.0000002000000001
USL 484,671868,MKT 484,USL 484,1.0000002000000001
VIP 294-PSY,370025,DAH 194,VIP 294-PSY,1.0
VIP 294-PSY,370026,DAH 294,VIP 294-PSY,1.0
VIP 394-HCD,403788,RUS 194,VIP 394-HCD,1.0
VIP 394-HCD,401683,DAH 494,VIP 394-HCD,1.0
VTN 294,1166719,FMP 394,VTN 294,1.0
VTN 294,1167417,ART 494,VTN 294,1.0
VTS 494,1937380,FMP 394,VTS 494,1.0
VTS 494,1934568,RUS 294,VTS 494,1.0
WAC 101,354152,WAC 107,WAC 101,0.8566703999999999
WAC 101,359168,RDG 520,WAC 101,0.8494421
WPC 101,1702989,WPC 347,WPC 101,0.8027345
WPC 101,1704858,CIS 440,WPC 101,0.8012446999999999
WST 371,2266520,MCO 473,WST 371,0.76029056
WST 371,2264598,SOC 315,WST 371,0.7406931
WST 394,2307029,FRE 194,WST 394,1.0
WST 394,2308439,FMP 394,WST 394,1.0
WST 407,2309895,WST 640,WST 407,0.71895486
WST 407,2312483,ARS 443,WST 407,0.70896554
WST 421,2320452,WST 640,WST 421,0.8276319999999999
WST 421,2320998,SOC 264,WST 421,0.8061691
WST 493,80963,HCD 493,WST 493,0.9999998999999999
WST 493,82059,SSH 493,WST 493,0.9999998999999999
WST 701,171701,SOC 425,WST 701,0.7677717
WST 701,171342,SWU 418,WST 701,0.7491263000000001
AAD 595,217895,MUD 695,AAD 595,0.9999998999999999
AAD 595,211160,AGB 595,AAD 595,0.9999998999999999
ABS 271,608695,NTR 150,ABS 271,0.7804875
ABS 271,607712,IBC 110,ABS 271,0.7325199
ABS 311,641939,BIO 564,ABS 311,0.8490653
ABS 311,641847,BIO 354 (LAB),ABS 311,0.8403441999999999
ABS 380,763027,ABS 440,ABS 380,0.7958417
ABS 380,763019,ABS 384,ABS 380,0.7825848000000001
ACT 491,1495271,ACT 540,ACT 491,0.7929654
ACT 491,1495268,ACT 520,ACT 491,0.7925017
AEE 415,1788248,CEE 536,AEE 415,0.7943096
AEE 415,1796898,EEE 505,AEE 415,0.7771553000000001
AES 590,2239360,DNP 690,AES 590,0.99999976
AES 590,2241950,POS 590,AES 590,0.99999976
AET 583,62569,FSE 783,AET 583,1.0
AET 583,62732,EDA 583,AET 583,1.0
AET 592,105457,ASM 592,AET 592,0.99999994
AET 592,109265,STC 592,AET 592,0.99999994
AFR 494,402136,RUS 294,AFR 494,1.0
AFR 494,402131,RUS 194,AFR 494,1.0
AFR 583,431471,EDP 783,AFR 583,1.0
AFR 583,435438,TSS 583,AFR 583,1.0
AFR 695,539320,POS 695,AFR 695,0.9999998999999999
AFR 695,536469,HED 595,AFR 695,0.9999998999999999
ALD 194,2022614,FMP 394,ALD 194,1.0
ALD 194,2021208,FRE 294,ALD 194,1.0
AML 394,1213775,FRE 294,AML 394,1.0
AML 394,1213771,FRE 194,AML 394,1.0
AML 680,1459054,ASM 580,AML 680,0.99999976
AML 680,1455380,MHL 680,AML 680,0.99999976
AMS 492,1686137,NTR 492,AMS 492,1.0000002000000001
AMS 492,1684453,DAH 492,AMS 492,1.0000002000000001
AMT 105,180368,AMT 311,AMT 105,0.9496989
AMT 105,180367,AMT 310,AMT 105,0.9496989
AMT 394,499405,RUS 194,AMT 394,1.0
AMT 394,502920,ART 494,AMT 394,1.0
APA 210,498002,JUS 210,APA 210,1.0000002000000001
APA 210,498130,TCL 210,APA 210,1.0000002000000001
APA 497,772341,MCO 497,APA 497,1.0
APA 497,773259,SGS 497,APA 497,1.0
APL 584,1793334,OMT 484,APL 584,1.0000002000000001
APL 584,1797057,CDE 584,APL 584,1.0000002000000001
APL 790,2035669,MUS 690,APL 790,0.99999976
APL 790,2038598,PLB 790,APL 790,0.99999976
APM 795,135761,AST 595,APM 795,0.9999998999999999
APM 795,131429,HDA 595,APM 795,0.9999998999999999
ARE 695,1515604,BUS 795,ARE 695,0.9999998999999999
ARE 695,1515566,ARE 795,ARE 695,0.9999998999999999
ARE 792,1516265,BUS 792,ARE 792,1.0000001
ARE 792,1516386,MET 592,ARE 792,0.9994873
ARS 404,1123447,ARS 504,ARS 404,0.9215214
ARS 404,1123407,ARS 406,ARS 404,0.8799968
ARS 502,1158667,ARS 504,ARS 502,0.86238706
ARS 502,1158668,ARS 506,ARS 502,0.7977451
ARS 538,1163818,ARS 539,ARS 538,0.8180294
ARS 538,1163822,ARS 542,ARS 538,0.7190036999999999
ART 412,1241339,ART 415,ART 412,0.83592653
ART 412,1241410,ART 545,ART 412,0.8158616999999999
ART 444,1258590,ART 544,ART 444,0.9241108
ART 444,1258591,ART 545,ART 444,0.84143144
ASB 340,1602585,SOC 328,ASB 340,0.9999998
ASB 340,1602272,SWU 462,ASB 340,0.8935113000000001
ASB 355,1639935,SSH 355,ASB 355,0.9999998999999999
ASB 355,1638114,SWG 657,ASB 355,0.7744791
ASB 494,1893685,FRE 294,ASB 494,1.0
ASB 494,1895789,ART 494,ASB 494,1.0
ASB 500,1918714,PLA 500,ASB 500,0.99999976
ASB 500,1918725,PLA 600,ASB 500,0.99999976
ASB 580,2105713,MLS 580,ASB 580,0.99999976
ASB 580,2104037,UET 580,ASB 580,0.99999976
ASM 683,1615011,PPE 783,ASM 683,1.0
ASM 683,1616211,LSE 583,ASM 683,1.0
ASM 792,1688245,GPH 792,ASM 792,1.0000001
ASM 792,1689481,HON 792,ASM 792,1.0000001
ASU 101-CPP,2171169,ASU 101-CS,ASU 101-CPP,1.0000001
ASU 101-CPP,2171179,ASU 101-MSE,ASU 101-CPP,1.0000001
ASU 340-HDA,375327,ASU 340-HNR,ASU 340-HDA,0.99999994
ASU 340-HDA,375349,ASU 440-TE,ASU 340-HDA,0.99999994
ATE 494,29007,RUS 294,ATE 494,1.0
ATE 494,31819,FMP 394,ATE 494,1.0
AVC 500,1469132,DAH 500,AVC 500,0.9999998999999999
AVC 500,1468596,REL 500,AVC 500,0.99999976
BIO 130M,1354682,BIO 422,BIO 130M,0.8689368000000001
BIO 130M,1354649,BIO 325,BIO 130M,0.86421
BIO 394,1527302,FRE 294,BIO 394,1.0
BIO 394,1529406,ART 494,BIO 394,1.0
BIO 462,1645313,BIO 465,BIO 462,0.8089753000000001
BIO 462,1645354,BIO 552,BIO 462,0.7983519
BIO 545,1763536,STP 231,BIO 545,0.7939298
BIO 545,1762100,SOC 333,BIO 545,0.7842568
BIO 680,1842131,FRE 580,BIO 680,0.99999976
BIO 680,1842942,ESS 580,BIO 680,0.99999976
BIO 790,1869293,AIS 590,BIO 790,0.99999976
BIO 790,1869330,SSH 590,BIO 790,0.99999976
BIS 402,890874,ENG 597,BIS 402,0.89049125
BIS 402,893225,COM 550,BIS 402,0.88585734
BME 182 (LAB),1897712,BME 382 (LAB),BME 182 (LAB),0.9615205
BME 182 (LAB),1897714,BME 401,BME 182 (LAB),0.8772129000000001
BMI 515,1114575,PSY 536,BMI 515,0.90057975
BMI 515,1108746,HSE 430,BMI 515,0.8995341
CED 799,1785636,GLG 799,CED 799,1.0
CED 799,1789223,WST 799,CED 799,1.0
CEE 566,531147,CEE 568,CEE 566,0.84771574
CEE 566,535938,ERM 432,CEE 566,0.81800544
CEL 492,906489,WPC 492,CEL 492,1.0000002000000001
CEL 492,899926,CHM 492,CEL 492,1.0000002000000001
CEN 584,1437350,ARE 684,CEN 584,1.0000002000000001
CEN 584,1437313,MUP 784,CEN 584,1.0000002000000001
CHE 451,765164,CHE 476,CHE 451,0.84235835
CHE 451,775619,ESS 504,CHE 451,0.8395947
CHM 114,471501,CHM 118,CHM 114,0.85898256
CHM 114,471507,CHM 235,CHM 114,0.8533995000000001
CHM 234,569605,CHM 338,CHM 234,0.98414266
CHM 234,569593,CHM 238,CHM 234,0.9791181000000001
CHM 326,679911,CHM 540,CHM 326,0.8752042999999999
CHM 326,683310,PHS 540,CHM 326,0.8752042999999999
CHM 549,1308107,BCH 341,CHM 549,0.78429866
CHM 549,1305407,PHY 252,CHM 549,0.7834234999999999
CHS 300,146599,HCD 575,CHS 300,0.8516598
CHS 300,144171,IBC 624,CHS 300,0.85105944
CMN 570,1032073,COM 300,CMN 570,0.8797463
CMN 570,1038266,RDG 323,CMN 570,0.8704424000000001
CNE 212,221633,CON 221,CNE 212,0.88887626
CNE 212,224875,MSE 546,CNE 212,0.86033773
COE 503,288769,EDP 503,COE 503,1.0000001
COE 503,287170,ASB 560,COE 503,0.84884214
COM 326,138618,MCO 711,COM 326,0.7663783000000001
COM 326,135833,CRJ 350,COM 326,0.75819415
CON 554,1250572,MSE 100,CON 554,0.8867292999999999
CON 554,1249023,IEE 556,CON 554,0.8766693000000001
CPI 221,342385,CSE 110,CPI 221,0.93331325
CPI 221,344162,ACO 101,CPI 221,0.9269999
CRJ 501,1685670,CRJ 513,CRJ 501,0.87084764
CRJ 501,1685684,CRJ 528,CRJ 501,0.8539861999999999
CRJ 533,1785075,CRJ 612,CRJ 533,0.87714934
CRJ 533,1785072,CRJ 609,CRJ 533,0.8752631999999999
CSE 394,1150175,DAH 294,CSE 394,1.0
CSE 394,1150178,DAH 494,CSE 394,1.0
CSE 459,1281278,CSE 571,CSE 459,0.8394983
CSE 459,1281266,CSE 550,CSE 459,0.82700133
CSE 468,1334645,CSE 543,CSE 468,0.9042296000000001
CSE 468,1334646,CSE 545,CSE 468,0.89658505
CSE 472,1375301,CIS 512,CSE 472,0.8203601999999999
CSE 472,1375297,CIS 506,CSE 472,0.81478965
CSE 477,1389500,ATE 361,CSE 477,0.85780644
CSE 477,1396075,ART 345,CSE 477,0.8190031
CSE 494,1443842,DAH 294,CSE 494,1.0
CSE 494,1443845,DAH 494,CSE 494,1.0
CSM 407,1905669,SLB 513,CSM 407,0.8419943999999999
CSM 407,1905668,SLB 512,CSM 407,0.7495415
DAH 494,101153,AIS 194,DAH 494,1.0
DAH 494,102368,ARS 194,DAH 494,1.0
DCE 211,1964752,DCE 561,DCE 211,0.8849193000000001
DCE 211,1976721,THP 521,DCE 211,0.8311554
DCE 330,2325671,MHL 668,DCE 330,0.8573457
DCE 330,2321841,DCE 331,DCE 330,0.8282174000000001
DCI 784,764126,SED 484,DCI 784,1.0000002000000001
DCI 784,764519,EDP 684,DCI 784,1.0000002000000001
ECD 526,974341,RDG 525,ECD 526,0.96321595
ECD 526,973791,SLC 596,ECD 526,0.8844707
ECD 567,996367,ECD 576,ECD 567,0.9634954
ECD 567,997177,SPE 396,ECD 567,0.9422302
ECD 580,1022707,MCE 580,ECD 580,0.99999976
ECD 580,1018759,SPE 580,ECD 580,0.99999976
ECD 680,1078095,EDT 580,ECD 680,0.99999976
ECD 680,1077568,EDA 780,ECD 680,0.99999976
ECD 693,1114557,MET 593,ECD 693,1.0
ECD 693,1110170,EDP 593,ECD 693,0.9999998999999999
ECN 355,1956257,PBH 201,ECN 355,0.88068724
ECN 355,1959258,HCD 201,ECN 355,0.88068724
ECN 721,138444,ECN 722,ECN 721,0.8650844000000001
ECN 721,138450,ECN 753,ECN 721,0.8453828000000001
EDA 526,1441091,SPE 504,EDA 526,0.8896351999999998
EDA 526,1441073,SPE 416,EDA 526,0.8748518
EDA 685,1549363,POS 486,EDA 685,0.8583402
EDA 685,1548958,SOC 101,EDA 685,0.84166753
EDP 310,1045782,PSY 550,EDP 310,0.86434656
EDP 310,1045703,PSY 341,EDP 310,0.8548113000000002
EDP 540,1134768,LSE 540,EDP 540,0.85709894
EDP 540,1131996,EDT 530,EDP 540,0.81474215
EDT 684,1723516,POS 484,EDT 684,1.0000002000000001
EDT 684,1724897,CAP 484,EDT 684,1.0000002000000001
EED 695,583970,SHS 795,EED 695,0.9999998999999999
EED 695,589166,PUP 795,EED 695,0.9999998999999999
EEE 508,2265452,ART 205,EEE 508,0.76958954
EEE 508,2265463,ART 244,EEE 508,0.7641982
EEE 509,2266321,EEE 581,EEE 509,0.8602126
EEE 509,2266316,EEE 574,EEE 509,0.8476536
EEE 691,75386,MET 591,EEE 691,1.0000002000000001
EEE 691,75222,ARE 691,EEE 691,1.0000001
EEE 784,85584,MET 484,EEE 784,1.0000002000000001
EEE 784,85427,ARE 584,EEE 784,1.0000002000000001
EGR 574,220637,CEE 485,EGR 574,0.8823023999999999
EGR 574,223036,HSE 290,EGR 574,0.8675456
ENE 792,362034,MCO 792,ENE 792,1.0000001
ENE 792,357292,ASM 792,ENE 792,1.0000001
ENG 374,1521607,ENG 377,ENG 374,0.91709125
ENG 374,1526702,TWC 531,ENG 374,0.8937016
ENG 442,1977013,ENG 479,ENG 442,0.90939164
ENG 442,1976981,ENG 445,ENG 442,0.8610205
ENG 475,2249104,ENG 665,ENG 475,0.8580469000000001
ENG 475,2249034,ENG 509,ENG 475,0.83329594
ENG 541,430589,RDG 531,ENG 541,0.88428366
ENG 541,426537,SPE 538,ENG 541,0.88428366
ENG 606,707248,PSY 512,ENG 606,0.8205828000000002
ENG 606,700820,BLE 511,ENG 606,0.8167941999999999
ENG 655,792478,COM 607,ENG 655,0.8380486999999999
ENG 655,790444,BLE 597,ENG 655,0.82514215
ENG 656,805174,SOC 451,ENG 656,0.91652817
ENG 656,805358,OGL 350,ENG 656,0.9068744000000001
ENT 445,180514,CIS 236,ENT 445,0.8629072
ENT 445,177316,TMC 310,ENT 445,0.85765755
EPD 780,697663,LSE 780,EPD 780,0.99999976
EPD 780,696976,PSY 680,EPD 780,0.99999976
EPD 790,718678,GCU 690,EPD 790,0.99999976
EPD 790,721855,PLB 790,EPD 790,0.99999976
EPD 793,1002574,MUD 593,EPD 793,1.0
EPD 793,1009602,MET 593,EPD 793,1.0
ERM 402,1963057,ERM 507,ERM 402,0.811442
ERM 402,1963045,ERM 432,ERM 402,0.8108255999999999
ERM 503,2047702,HCR 240,ERM 503,0.85051405
ERM 503,2047390,ERM 523,ERM 503,0.82124937
ESS 591,1944193,MET 591,ESS 591,1.0000002000000001
ESS 591,1942501,EEE 791,ESS 591,1.0000001
ETH 499,2146055,LNP 499,ETH 499,0.99999994
ETH 499,2146993,HCR 499,ETH 499,0.99999994
EVE 294,1074080,FRE 194,EVE 294,1.0
EVE 294,1076188,ART 494,EVE 294,1.0
EVO 680,324989,SWG 680,EVO 680,0.99999976
EVO 680,325922,BIO 680,EVO 680,0.99999976
EXW 218,1389888,EXW 534,EXW 218,0.8238108000000001
EXW 218,1389849,EXW 330,EXW 218,0.82236683
EXW 325,1529451,KIN 530,EXW 325,0.83455884
EXW 325,1529043,EXW 330,EXW 325,0.8325963
EXW 568,2167454,SHS 538,EXW 568,0.90334046
EXW 568,2171490,HCR 350,EXW 568,0.8903450999999999
FAS 435,1627565,SOC 435,FAS 435,1.0000001
FAS 435,1619080,FAS 572,FAS 435,0.91319466
FAS 472,1695218,WST 472,FAS 472,0.99999994
FAS 472,1694014,ALD 472,FAS 472,0.99999994
FIS 307,1075031,POS 572,FIS 307,0.84689355
FIS 307,1067883,JMC 476,FIS 307,0.83285785
FIS 492,1352155,AIS 492,FIS 492,1.0000002000000001
FIS 492,1342131,QBA 492,FIS 492,1.0000002000000001
FMP 220,512317,FMP 320,FMP 220,0.91129386
FMP 220,512686,SLC 510,FMP 220,0.8447323
FMP 240,517194,ART 218,FMP 240,0.91151047
FMP 240,517268,ART 444,FMP 240,0.87861127
FMS 209,403682,FMS 511,FMS 209,0.9194111999999999
FMS 209,403629,FMS 309,FMS 209,0.87359977
FMS 445,577804,SLC 445,FMS 445,1.0000002000000001
FMS 445,573426,FMS 486,FMS 445,0.8665927
FOR 191,382934,ANP 191,FOR 191,1.0000002000000001
FOR 191,385102,ERM 191,FOR 191,1.0000002000000001
GBL 62,814438,FRE 202,GBL 62,0.8001874
GBL 62,806716,GER 201,GBL 62,0.791934
GBL 82,936332,GBL 92,GBL 82,0.9999998999999999
GBL 82,937942,ENG 214,GBL 82,0.7768761
GCU 684,1345128,HCD 584,GCU 684,1.0000002000000001
GCU 684,1343853,EDP 584,GCU 684,1.0000002000000001
GER 492,1882220,ARS 492,GER 492,1.0000002000000001
GER 492,1873476,AMS 492,GER 492,1.0000002000000001
GIS 598,340591,FMP 598,GIS 598,1.0000001
GIS 598,336400,ARP 598,GIS 598,1.0000001
GIS 600,348114,DAH 500,GIS 600,0.9999998999999999
GIS 600,350683,CIS 700,GIS 600,0.99999976
GIT 435,1739557,CIS 300,GIT 435,0.8492203000000002
GIT 435,1731482,IAP 468,GIT 435,0.83441705
GLG 404,1869271,GLG 422,GLG 404,0.8496179
GLG 404,1872943,GPH 414,GLG 404,0.8099042
GLG 583,2118375,AFR 583,GLG 583,1.0
GLG 583,2118931,HED 583,GLG 583,1.0
GPH 684,432827,SOS 584,GPH 684,1.0000002000000001
GPH 684,433285,HPS 584,GPH 684,1.0000002000000001
GPH 690,436497,SSH 790,GPH 690,0.99999976
GPH 690,436491,SSH 590,GPH 690,0.99999976
GRA 221,472145,ART 227,GRA 221,0.75984114
GRA 221,471980,ART 111,GRA 221,0.7518557
GRK 191,1459521,SGS 191,GRK 191,1.0000002000000001
GRK 191,1459567,MET 191,GRK 191,1.0000002000000001
GSC 506,403270,GSC 507,GSC 506,0.8602622999999999
GSC 506,414462,POS 570,GSC 506,0.851074
GTD 593,277028,MET 593,GTD 593,1.0
GTD 593,273521,WST 593,GTD 593,0.9999998999999999
HCD 561,1286007,HCD 563,HCD 561,0.85350347
HCD 561,1286130,BIO 476,HCD 561,0.8078718
HCI 313,1386629,ASB 510,HCI 313,0.8241429
HCI 313,1390615,SSH 510,HCI 313,0.8241429
HCR 241,1455668,HCR 342,HCR 241,0.90581375
HCR 241,1455850,DNP 679,HCR 241,0.8759448000000001
HCR 342,1556320,DNP 713,HCR 342,0.85423094
HCR 342,1556323,DNP 716,HCR 342,0.8514554
HCR 547,1728188,TGM 528,HCR 547,0.88058317
HCR 547,1727077,OGL 322,HCR 547,0.87672824
HCR 575,1850293,DNP 714,HCR 575,0.82772875
HCR 575,1850295,DNP 716,HCR 575,0.82758665
HPS 191,2078733,SGS 191,HPS 191,1.0000002000000001
HPS 191,2077216,TGM 191,HPS 191,1.0000002000000001
HSC 294,1461240,DAH 494,HSC 294,1.0
HSC 294,1461236,DAH 194,HSC 294,1.0
HSC 440,1523218,EXW 302,HSC 440,0.85975736
HSC 440,1530904,SWG 603,HSC 440,0.8551799999999999
HSD 692,392725,POS 592,HSD 692,0.99999994
HSD 692,394393,ARS 692,HSD 692,0.99999994
HSE 101,1398509,LSE 542,HSE 101,0.8906796999999999
HSE 101,1391952,HSE 223,HSE 101,0.8823190000000001
HST 332,811787,TCL 332,HST 332,0.9999995
HST 332,814036,GCU 344,HST 332,0.9072539000000001
IAP 334,34232,THP 525,IAP 334,0.85308886
IAP 334,29426,ASB 574,IAP 334,0.8411751000000001
IED 498,1704505,ART 498,IED 498,1.0000001
IED 498,1703893,MTC 498,IED 498,1.0
IED 590,1856232,MUD 590,IED 590,0.99999976
IED 590,1861827,STP 590,IED 590,0.99999976
IEE 380,823491,EDT 184,IEE 380,0.86566645
IEE 380,825331,GAP 32,IEE 380,0.8289076999999999
IEE 454,870452,SCM 519,IEE 454,0.8579906999999999
IEE 454,868652,CIS 375,IEE 454,0.8546669
IEE 477,905671,STP 451,IEE 477,0.90427816
IEE 477,905402,EEE 581,IEE 477,0.8962775
IEE 691,1187684,MET 591,IEE 691,1.0000002000000001
IEE 691,1185992,EEE 791,IEE 691,1.0000001
IFT 443,1590883,HSE 430,IFT 443,0.91921604
IFT 443,1588591,AML 540,IFT 443,0.90676546
IFT 498,1751714,ART 498,IFT 498,1.0000001
IFT 498,1746833,ARP 498,IFT 498,1.0
IMD 484,295813,KOR 484,IMD 484,1.0000002000000001
IMD 484,294541,INT 484,IMD 484,1.0000002000000001
IND 424,499345,MKT 550,IND 424,0.7941663
IND 424,495325,IND 460,IND 424,0.76641893
INT 529,971969,LDE 262,INT 529,0.7965988
INT 529,971968,LDE 261,INT 529,0.7340946999999999
ISS 110,1110892,ISS 302,ISS 110,0.9745179
ISS 110,1110911,ISS 502,ISS 110,0.9025779
ITA 101,688904,ITA 102,ITA 101,0.99999994
ITA 101,690319,ENG 208,ITA 101,0.8675625
JHR 583,749270,PLA 583,JHR 583,1.0
JHR 583,746687,SPE 583,JHR 583,1.0
JMC 440,1101696,MCO 505,JMC 440,0.9094634
JMC 440,1093025,JMC 470,JMC 440,0.8998476000000001
JMC 479,1295916,JMC 483,JMC 479,0.8628819
JMC 479,1304603,MCO 557,JMC 479,0.8604511
JMC 484,1335669,SER 684,JMC 484,1.0000002000000001
JMC 484,1335540,HCI 484,JMC 484,1.0000002000000001
JPN 311,1339105,JPN 312,JPN 311,0.84413826
JPN 311,1339233,RDG 507,JPN 311,0.8237796000000001
JPN 414,1342792,JPN 415,JPN 414,0.85784364
JPN 414,1343030,GRK 221,JPN 414,0.81455624
JPN 498,1347719,CDE 498,JPN 498,1.0
JPN 498,1348181,SGS 498,JPN 498,1.0
JPN 584,1351045,MUP 784,JPN 584,1.0000002000000001
JPN 584,1351107,BUS 484,JPN 584,1.0000002000000001
JUS 303,797437,JUS 610,JUS 303,0.86700714
JUS 303,797403,JUS 469,JUS 303,0.8660091000000001
JUS 469,1391918,JUS 479,JUS 469,0.86551964
JUS 469,1399225,POS 370,JUS 469,0.8612859
KIN 452,1395092,KIN 522,KIN 452,1.0000001
KIN 452,1403983,PSY 306,KIN 452,0.88225377
LAP 254,844086,CON 450,LAP 254,0.83373
LAP 254,840880,CNE 450,LAP 254,0.83373
LAT 494,413033,DAH 294,LAT 494,1.0
LAT 494,417958,FMP 394,LAT 494,1.0
LAW 582,1131295,LAW 585,LAW 582,0.9155724000000001
LAW 582,1131349,LAW 664,LAW 582,0.8320440999999998
LAW 620,1373945,LAW 630,LAW 620,0.80132145
LAW 620,1379755,POS 472,LAW 620,0.79433745
LDE 262,1311568,MET 230,LDE 262,0.7884898
